target,kind,match_kind,source_file,source_path,source_kind,feature,a,c,l1_error,values,predicted
completion_level,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__max,1,2,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 4, ""B1"": 5, ""O0"": 2, ""O1"": 3}"
completion_level,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__min,1,2,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 4, ""B1"": 5, ""O0"": 2, ""O1"": 3}"
completion_level,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_max,1,2,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 4, ""B1"": 5, ""O0"": 2, ""O1"": 3}"
completion_level,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_min,1,2,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 4, ""B1"": 5, ""O0"": 2, ""O1"": 3}"
completion_level,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_sum,1,2,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 4, ""B1"": 5, ""O0"": 2, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_same_sheet_wrap_carry_audit_012.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_station_provenance_law_audit_010.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_same_sheet_wrap_carry_audit_012.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_station_provenance_law_audit_010.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,slot_delta_mod15__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_same_sheet_wrap_carry_audit_012.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_station_provenance_law_audit_010.v1.json,rows,row_group_field,B_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_same_sheet_wrap_carry_audit_012.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_station_provenance_law_audit_010.v1.json,rows,row_group_field,slot_delta__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,slot_delta_mod15__unique_count,1,0,2,"{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/from_c_lift_q_overlay_delta_formula_001.v1.json,predictions,row_group_field,C_delta__unique_count,1,1,2,"{""B0"": 3, ""B1"": 3, ""O0"": 2, ""O1"": 2}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
completion_level,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,C_delta__unique_count,1,1,2,"{""B0"": 3, ""B1"": 3, ""O0"": 2, ""O1"": 2}","{""B0"": 4, ""B1"": 4, ""O0"": 3, ""O1"": 3}"
c_row,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_sum,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_sum,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
