target,kind,match_kind,source_file,source_path,source_kind,feature,a,c,l1_error,values,predicted
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
c_row,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_sum,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_max,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_min,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,exact,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,form_index__unique_sum,1,0,0,"{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}","{""B0"": 2, ""B1"": 3, ""O0"": 0, ""O1"": 1}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/0/transitions,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/4/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/4/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
completion_offset_plus_two_check,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/0/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}","{""B0"": 3, ""B1"": 3, ""O0"": 0, ""O1"": 0}"
